"id","latitude","longitude","type","brand","taken","pickedup","imageUri","ByteArrayImage","X"
"8545","'BE340E83-C07A-4733-9819-AE30C5C40846'",52.504027,4.980544," Kleine PET-fles"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5661_17033673170_l.jpg'"," ''",NA
"8546","'30FD8A29-6790-402F-8F73-58CD6E0371C8'",52.383177,4.875391," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5661_17405975078_l.jpg'"," ''",NA
"8547","'5E3B7C56-C5D7-4DEF-A3BB-7E9646AB6161'",52.499366,4.960463," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5662_17195255776_l.jpg'"," ''",NA
"8548","'9DD86BE5-5E7A-4149-A2D4-50FD08ABB7C2'",52.383277,4.875436," Aluminium blikje"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5662_17407468829_l.jpg'"," ''",NA
"8549","'9ABCBF73-329D-4FCC-8DD9-AF4839A6CD15'",52.499369,4.960036," Kleine PET-fles"," Dalphin"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5663_17219503432_l.jpg'"," ''",NA
"8550","'D5C72410-B745-4E68-A004-31B08B1F065D'",52.383236,4.875563," Kleine PET-fles"," Romy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5663_17591471172_l.jpg'"," ''",NA
"8551","'34672849-2622-4B66-893E-1B91D0A7EE9B'",52.499836,4.959005," Aluminium blikje"," Amstel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5664_17219502922_l.jpg'"," ''",NA
"8552","'127B181B-3B37-4AAE-8D3E-26A63F93C5B3'",52.383361,4.875625," Kleine PET-fles"," Quellbrunn"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5664_17407461129_l.jpg'"," ''",NA
"8553","'9DE291D2-61CD-4B15-9760-E5CB3404F7A2'",52.499286,4.959416," Aluminium blikje"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5665_17220644481_l.jpg'"," ''",NA
"8554","'D965344B-A63E-45B1-B819-358BFC526C13'",52.383366,4.875675," Aluminium blikje"," Blue Bastard"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5665_17407458039_l.jpg'"," ''",NA
"8555","'06344BCD-3694-47C5-9949-65ECD945B9AB'",52.383338,4.875641," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5666_16973455363_l.jpg'"," ''",NA
"8556","'B2CE5009-98DB-4705-AA96-49AA6C0DD443'",52.499363,4.959408," Aluminium blikje"," Export"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5666_17220644081_l.jpg'"," ''",NA
"8557","'97082781-4E67-4550-AA8C-E54F079BFB7C'",52.383494,4.875758," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5667_16973452713_l.jpg'"," ''",NA
"8558","'578F37AC-B80C-4012-A05E-480832781551'",52.498525,4.959591," Kartonnen pakje"," Wicky"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5667_17035033639_l.jpg'"," ''",NA
"8559","'34811E36-EFEA-4EA6-9F09-7E6A4AF5C636'",52.498527,4.960847," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5668_17013778497_l.jpg'"," ''",NA
"8560","'4FB1C190-F59A-44B8-A3FE-6C6117E4332E'",52.383505,4.875772," Aluminium blikje"," Bullit"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5668_17407449429_l.jpg'"," ''",NA
"8561","'51B921FC-FCA5-4ED7-8966-3554912FA1C7'",52.3835,4.876038," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5669_17407446479_l.jpg'"," ''",NA
"8562","'886F9B68-B422-4943-92F8-5A1B0DAEDDE9'",52.499158,4.960669," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5670_17220642641_l.jpg'"," ''",NA
"8563","'9D43A5D4-997F-4A0C-8BDA-4F634ABF4962'",52.383444,4.876188," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5670_17407443589_l.jpg'"," ''",NA
"8564","'CB882360-0EEB-4D84-94FF-0E7FAA251A0D'",52.383775,4.87645," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5671_16973441063_l.jpg'"," ''",NA
"8565","'8CCE9C96-C7EA-4047-B24C-581C065CA091'",52.383819,4.876533," Kleine PET-fles"," Romy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5672_16973437323_l.jpg'"," ''",NA
"8566","'200624F6-7C88-4C3D-8D83-9A80ECDABCD2'",52.384758,4.8779," Kartonnen pakje"," Wicky"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5673_17405937058_l.jpg'"," ''",NA
"8567","'E867B477-3811-40D1-8436-B958C7CF0BF0'",52.384808,4.878208," Kleine PET-fles"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5674_17406190620_l.jpg'"," ''",NA
"8568","'7F318CC6-172A-40E2-B11A-3C2C0A6C70B5'",51.82693,5.829849," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5674_17587610959_l.jpg'"," ''",NA
"8569","'768B552B-FB44-4A06-A61C-06AC3DE858C4'",52.384844,4.878325," Pouch"," Capri-Sun"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5675_17407425559_l.jpg'"," ''",NA
"8570","'1F56D864-A307-4541-8239-C3961E077D2E'",51.827166,5.83015," Aluminium blikje"," 8.6 (Bavaria)"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5675_17586319100_l.jpg'"," ''",NA
"8571","'A7E3DD85-5F3F-4C52-8526-401155772889'",52.38485,4.878361," Pouch"," Capri-Sun"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5676_17406184770_l.jpg'"," ''",NA
"8572","'09DAD583-4ECD-416F-A129-94516903D5A1'",51.827502,5.830177," Kleine PET-fles"," Freeway"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5676_17771167772_l.jpg'"," ''",NA
"8573","'6671911B-C4DC-4B12-9646-DE8629A7C8DA'",52.384861,4.878413," Pouch"," Capri-Sun"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5677_17591425002_l.jpg'"," ''",NA
"8574","'E61FDB0C-2FCC-4083-B81B-7FDEE3B9DE8E'",51.827177,5.830327," Kleine PET-fles"," Bar le Duc"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5677_17773849485_l.jpg'"," ''",NA
"8575","'B4FA1BF3-2917-4B37-AD39-4FD157407CE3'",51.827447,5.830111," Aluminium blikje"," Export"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5678_17586314980_l.jpg'"," ''",NA
"8576","'07ECDB12-6DC4-452C-80F2-C2EAFAB6CAAB'",52.384894,4.878372," Kleine PET-fles"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5678_17593745305_l.jpg'"," ''",NA
"8577","'9BC10124-BEC9-48FB-B661-B1E9A85624EE'",52.385011,4.878508," Pouch"," Capri-Sun"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5679_17407409939_l.jpg'"," ''",NA
"8578","'E25BAF5C-AA44-4D43-A127-CEA1B17EE0C7'",51.827061,5.829916," Aluminium blikje"," Grafenwalder"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5679_17586313870_l.jpg'"," ''",NA
"8579","'DBA1518D-5A65-4AA5-9799-962E3CEB47F9'",52.385005,4.878677," Kartonnen pakje"," 1 de Beste"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5680_17405910258_l.jpg'"," ''",NA
"8580","'36F957B5-5184-493B-A097-6073AF86C5DC'",51.8268,5.829944," Aluminium blikje"," Fanta"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5680_17771162922_l.jpg'"," ''",NA
"8581","'2ADE03DA-FA43-4F99-AA56-D83A9B44005B'",51.822297,5.848916," Aluminium blikje"," Export"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5681_17153508103_l.jpg'"," ''",NA
"8582","'6C7209D8-47AC-4A6F-A315-9BABD7FC3C59'",52.385027,4.878613," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5681_17406165430_l.jpg'"," ''",NA
"8583","'EA4A18DB-B429-4229-B66A-E4BA677D37DA'",52.385041,4.878644," Kartonnen pakje"," Wicky"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5682_17593731255_l.jpg'"," ''",NA
"8584","'81BC92B4-D475-4020-B43C-6DA290DCADA2'",51.822297,5.848916," Aluminium blikje"," Monster Energy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5682_17771160262_l.jpg'"," ''",NA
"8585","'DEAB6739-503E-4E8C-B8A7-5C11C891D831'",52.385016,4.878647," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5683_16971202394_l.jpg'"," ''",NA
"8586","'4B1BC5BC-E9E0-4BF8-A53D-C49C139ACB71'",51.825691,5.83423," Aluminium blikje"," Holtland"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5683_17586058248_l.jpg'"," ''",NA
"8587","'78CE8923-E6F5-4383-B7C0-E376110A2D11'",52.384925,4.8786," Aluminium blikje"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5684_17593711721_l.jpg'"," ''",NA
"8588","'352D0CAF-5ED3-402F-B1EC-AD27E68176E4'",52.384972,4.878766," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5685_16973392123_l.jpg'"," ''",NA
"8589","'11404E29-5854-43B0-B673-8E7DF9370D9E'",51.825691,5.83423," Aluminium blikje"," Export"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5685_17774281051_l.jpg'"," ''",NA
"8590","'001396B3-5E71-4790-A75B-07174227E9FC'",52.384975,4.8788," Aluminium blikje"," Slammers"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5686_17591393642_l.jpg'"," ''",NA
"8591","'BF0FEE98-0055-4F3E-85DE-DBE93419B278'",51.825619,5.834055," Aluminium blikje"," Bavaria"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5686_17747534166_l.jpg'"," ''",NA
"8592","'9C0536F5-C774-4738-823E-61F0E3CBD106'",51.825591,5.83395," Aluminium blikje"," Holtland"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5687_17153499033_l.jpg'"," ''",NA
"8593","'7995C2A9-46DC-436B-A1DE-67EF1799F9C5'",52.385069,4.878897," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5687_17593713465_l.jpg'"," ''",NA
"8594","'A9F198EB-235C-4D4E-9B54-AEC29F3E9D04'",52.385186,4.878947," Pouch"," Capri-Sun"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5688_16973379743_l.jpg'"," ''",NA
"8595","'18FBE501-27BF-43C2-B76B-4A8659ED348C'",51.825644,5.833913," Aluminium blikje"," Bavaria"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5688_17773833775_l.jpg'"," ''",NA
"8596","'F42033C9-8C94-4CE0-A6DC-6F5B138398F0'",52.38543,4.879408," Aluminium blikje"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5689_17593693881_l.jpg'"," ''",NA
"8597","'3F3DAE43-02E8-4364-8AD3-829356513E1B'",52.385169,4.880216," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5691_17406130740_l.jpg'"," ''",NA
"8598","'16825D50-6363-4000-AC84-78BD5603BED1'",52.3851,4.880438," Anders"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5692_16973406873_l.jpg'"," ''",NA
"8599","'5C5308AF-6331-43AF-A4AA-1BDCCA355795'",52.384711,4.881205," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5693_17593688915_l.jpg'"," ''",NA
"8600","'40ED985C-56A3-4F68-AA1C-A1C0890F6AEA'",52.384724,4.881213," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5694_16973353613_l.jpg'"," ''",NA
"8601","'DBC066E5-A8C4-48A9-A0D7-D805D97012BB'",52.384724,4.881213," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5695_16971154144_l.jpg'"," ''",NA
"8602","'D65B5497-239B-4687-997A-EAE26E62529F'",52.384605,4.880902," Anders"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5696_16973345113_l.jpg'"," ''",NA
"8603","'1ACC1E09-B730-4D6E-B486-B15AF85C5194'",52.384572,4.880711," Kleine PET-fles"," Romy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5697_17567337346_l.jpg'"," ''",NA
"8604","'A2C20BE5-A08D-445B-851F-45FBFD568095'",52.493044,4.951869," Kleine PET-fles"," Quellbrunn"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5702_17251553302_l.jpg'"," ''",NA
"8605","'07EA4FA0-8341-4FBB-8EA0-863E7F5B097E'",52.493033,4.951852," Kleine PET-fles"," Tasting"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5703_16630841814_l.jpg'"," ''",NA
"8606","'0196DBD8-7939-4677-B8A0-67BDA753AA43'",52.49303,4.951797," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5704_17065538148_l.jpg'"," ''",NA
"8607","'07A26B64-032A-4219-A847-F7CF818E1284'",52.493027,4.951797," Aluminium blikje"," OK?"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5705_16633100693_l.jpg'"," ''",NA
"8608","'2D978F6B-F144-4232-A9BD-B6DF2CFF4C0A'",52.493008,4.951802," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5706_16633100453_l.jpg'"," ''",NA
"8609","'80922BB6-5159-45FF-9C68-45F796A39265'",52.492897,4.95175," Aluminium blikje"," Highway"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5707_16630841004_l.jpg'"," ''",NA
"8610","'44B77B39-8481-4223-AA37-540FBACF45D7'",52.492947,4.951688," Kleine PET-fles"," Evian"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5708_17227340956_l.jpg'"," ''",NA
"8611","'92EE7291-EB2F-466D-AB20-34094A4631DA'",52.493033,4.952552," Aluminium blikje"," Amstel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5709_17045883117_l.jpg'"," ''",NA
"8612","'96493887-A153-4FB0-96D5-89B870AC376E'",52.492966,4.952633," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5710_17067093589_l.jpg'"," ''",NA
"8613","'95AF5BC2-0A19-487E-97DE-CD6A1E1F65E8'",52.333038,4.9146," Aluminium blikje"," Goldenpower"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5725_16632722504_l.jpg'"," ''",NA
"8614","'788D8EEF-94FA-41D1-9212-3E72318BF051'",52.333088,4.914066," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5726_17067422128_l.jpg'"," ''",NA
"8615","'0C497F62-436A-49E8-A366-7BBE11C443AE'",52.33335,4.913322," Aluminium blikje"," AH"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5727_17229215556_l.jpg'"," ''",NA
"8616","'AA705DB0-15C5-416E-B9EC-E09E26D485EF'",52.333697,4.913561," Kleine PET-fles"," Romy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5728_16634977293_l.jpg'"," ''",NA
"8617","'8CEAA356-B49C-438A-B8E1-5F0B8BDC5A95'",52.333716,4.913561," Pouch"," Melkunie"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5729_17067421578_l.jpg'"," ''",NA
"8618","'9ABBF1D8-3E11-45F0-AB75-8F7598FF1FF8'",52.366536,4.888924," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5729_17773831575_l.jpg'"," ''",NA
"8619","'D707EC2C-4A21-4C27-B7A9-9FF691E475DA'",52.333805,4.913594," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5730_16634976893_l.jpg'"," ''",NA
"8620","'E741E67B-A6AB-44DC-800B-8DA624A0A1F8'",52.366438,4.889133," Kleine PET-fles"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5730_17586298140_l.jpg'"," ''",NA
"8621","'F2C2829D-882F-4AC4-934D-2D3526AC8B1D'",52.334602,4.913538," Kleine PET-fles"," Saskia "," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5731_17047761677_l.jpg'"," ''",NA
"8622","'0123A65B-BAE7-420F-A023-F797750A8F06'",52.368819,4.889461," Aluminium blikje"," AH Basic"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5731_17586297210_l.jpg'"," ''",NA
"8623","'03F0D5BC-CE0D-4388-8C86-2126F6ABEBC5'",52.334644,4.913602," Aluminium blikje"," Warsteiner"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5732_16634975413_l.jpg'"," ''",NA
"8624","'858A1327-BAED-4251-A71C-BE869F7062B8'",52.3686,4.889486," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5732_17773827745_l.jpg'"," ''",NA
"8625","'F7771FA3-929F-430B-B576-8A9428971B33'",52.334627,4.913611," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5733_16632720114_l.jpg'"," ''",NA
"8626","'9F64E1DC-CCC7-4A72-92A0-EF7414F76CCD'",52.367108,4.887902," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5734_17773826775_l.jpg'"," ''",NA
"8627","'1CAAFACB-A3F7-46BD-A948-D83D1F217498'",52.366927,4.888002," Aluminium blikje"," Amstel"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5735_17587582949_l.jpg'"," ''",NA
"8628","'59ED50EC-5E3A-4DA6-BD6C-503F79173B77'",52.36723,4.887963," Aluminium blikje"," Monster Energy"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5736_17151343064_l.jpg'"," ''",NA
"8629","'A74308B1-8219-43B7-A03F-89E605CE06D6'",52.334616,4.913555," Kartonnen pakje"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5736_17254633271_l.jpg'"," ''",NA
"8630","'E5AB3280-FB14-4E31-B995-729613B7BF37'",52.334913,4.913319," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5737_16634974663_l.jpg'"," ''",NA
"8631","'BDDDDBFD-4E3E-49F1-AE9A-625AAC11BDC4'",52.335266,4.913275," Kleine PET-fles"," MoGu MoGu"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5738_17253419022_l.jpg'"," ''",NA
"8632","'1244AD69-830E-45C6-9F8A-AA77B0BA47E9'",52.363686,4.882758," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5738_17771141352_l.jpg'"," ''",NA
"8633","'5A661AB8-5562-4D27-9C0B-A21964AA927C'",52.384883,4.855805," Kleine PET-fles"," Mountain Dew"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5739_17586290980_l.jpg'"," ''",NA
"8634","'76C9FB7D-CEDF-49AD-8815-4571C0CE527B'",52.335822,4.913238," Aluminium blikje"," Coca Cola"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5740_17229212826_l.jpg'"," ''",NA
"8635","'C4B60724-93F2-48D9-8B6B-E3D92DD20016'",52.390116,4.865222," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5740_17586288100_l.jpg'"," ''",NA
"8636","'95221DD6-82BE-4F88-BC58-21C7AE8DB02C'",52.336047,4.913272," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5742_17068964459_l.jpg'"," ''",NA
"8637","'55DC6BBA-5EE1-4384-AF9B-1A3D62BB32D1'",52.335888,4.913277," Aluminium blikje"," Red Bull"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5743_16634973873_l.jpg'"," ''",NA
"8638","'6858AA43-E3F2-454C-9034-7CD1FA296880'",52.359961,4.891236," Aluminium blikje"," Fernandes"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5743_17773819185_l.jpg'"," ''",NA
"8639","'B2B5EF51-6C38-4225-A845-5B07048D7DDB'",52.335861,4.913294," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5744_17068964099_l.jpg'"," ''",NA
"8640","'A0BDF718-F31D-4773-8C55-CEBBE10AD084'",52.359597,4.890622," Kleine PET-fles"," AA"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5744_17771135892_l.jpg'"," ''",NA
"8641","'E470260C-91E6-4969-A9B4-95D3A5677775'",52.335877,4.913255," Kleine PET-fles"," Spa"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5745_17047759407_l.jpg'"," ''",NA
"8642","'A4556249-A9D1-4CE0-BA73-B1E227ED29DE'",52.366158,4.87993," Aluminium blikje"," Heineken"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5745_17586032108_l.jpg'"," ''",NA
"8643","'2327E291-1C99-44A4-B8B1-99BF84A88408'",52.335891,4.913238," Kleine PET-fles"," Anders"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5746_17229212286_l.jpg'"," ''",NA
"8644","'38A51D0D-1045-4725-A0AB-E615199AE183'",52.366261,4.880044," Kleine PET-fles"," Sisi"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5746_17747510776_l.jpg'"," ''",NA
"8645","'50C02C3E-110F-41CA-A82C-DE832EEA8AC2'",52.336072,4.912994," Aluminium blikje"," Sonnema"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5747_17067418228_l.jpg'"," ''",NA
"8646","'4CE5D595-1354-4AED-AC9B-87DFCF37777C'",52.366116,4.879925," Kleine PET-fles"," Lipton"," 2015-05-31 22:00:00 +00:00",0," 'http://trashhuntersappblob.blob.core.windows.net:80/trash/IMG_5747_17586030238_l.jpg'"," ''",NA
